text,type,label,word_count
hi hannah gym noticed haven’t wanted check worries let us know need help adjusting routine,,0,15.0
good afternoon erin greenfield bank wanted verify mailing address send new debit card got card arrive 57 business days,,0,19.0
police fund donation drive help giving account info faster,,1,9.0
Hi my name is Karen and Im calling from SafeGuard Insurance How are you today Weve been offering special discounts on our home insurance policies for new customers in your area Would you be interested in hearing more about it Well according to our records you dont have an active policy with us And as a homeowner its essential to protect your property from unforeseen events Absolutely SafeGuard Insurance has been around for over 20 years and we have an A rating with the Better Business Bureau Were licensed to operate in all 50 states Honestly were running a promotion right now and if you sign up within the next 48 hours youll get an additional 5 discount on your first years premium Plus as a sales representative Ill receive a small bonus for meeting my quarterly targets Thank you so much Im glad to hear that Would you like me to send over some information and quotes for you to review,insurance,0,
maria student center left id yesterday,,0,6.0
police department there’s warrant arrest pay fine avoid jail information confidential act pay 900 make go away,,1,17.0
attempt made withdraw account confirm info reverse,,1,7.0
Hi Im calling from XYZ Delivery I just wanted to confirm that your package will be delivered today Its a birthday gift for your wife You ordered it online last week Sure thing The order number is 1234 and its a necklace from Jewelers Inc Yeah no problem No worries at all Im just glad we could clear things up Your package will be delivered by 5 pm today You too thank you,delivery,0,
Hello this is John from Microsoft Technical Support Weve been getting alerts that your computer has been infected with a virus Its a very malicious one sir Its spreading fast and we need to take immediate action to remove it Our systems monitor all computers connected to the internet and yours showed up on our radar Well its proprietary information but I can assure you its very advanced Now let me guide you through the removal process Uh well we have your IP address and other identifying information Like I said our system monitors all internet activity Dont worry about that right now lets focus on fixing your computer Oh dont worry about the cost sir This is a complimentary service provided by Microsoft We just need you to download some software to allow us to remote access your computer Ah no its a thirdparty tool that we use for remote access Its completely safe and secure Let me check if my supervisor is available  Yes hes available Hold for just a moment Okay my supervisor is on the line now,support,1,
hey stacey around hi it’s tom gym yoga class tomorrow confirmed,,0,11.0
hi katie book novel wanted stock,,0,6.0
Hello my name is John and Im calling from XYZ Insurance How are you today Weve been reviewing your file and we believe youre eligible for a discounted insurance rate Would you like to hear more about it Weve received your information from public records and our system has flagged you as a potential candidate for our special promotion Of course weve accessed the DMV database and matched it with your credit report I completely understand your concern Let me give you our companys license number and you can verify it with your states insurance department Our license number is 1234567890 And according to our calculations youd be eligible for a 12 discount on your current premium Absolutely take your time,insurance,0,
Hello my name is John and Im calling from ABC Insurance How are you today Were offering a new insurance policy that can save you up to 30 on your current premium Are you interested in hearing more about it Absolutely Our company has an A rating with the Better Business Bureau and weve been in business for over 20 years My license number is 123456 You can check it on the National Association of Insurance Commissioners website Of course Our policy covers everything from accidents to natural disasters And we have a 30day moneyback guarantee if youre not satisfied Ha ha no were not like that at all We want to make sure our customers are comfortable with their decision before they sign up Would you like me to send you some more information via email,insurance,0,
unusual icloud login attempts give us code secure account,,1,9.0
Hello my name is John and Im calling from XYZ Insurance Company How are you today Weve been offering a new insurance policy that can save you up to 50 on your current premiums Would you like to hear more about it Theres no catch sir Its a legitimate offer Weve had many satisfied customers who have switched to our policy Thats correct Our company has partnered with several major providers to offer discounted rates to our customers Absolutely I can give you a few names and phone numbers of our satisfied customers if youd like Thank you sir Im glad to hear that Would you like to schedule an appointment to discuss the details further,insurance,0,
it’s megan petsmart order ready curbside pickup,,0,7.0
Hello this is John from the Refund Department of Amazon Weve noticed that youre eligible for a refund of 500 due to a technical issue with your recent purchase Yes of course Its a system error on our part and were offering refunds to affected customers But I need to verify some information to process the refund We just need your full name address and the last four digits of your credit card number to confirm your identity And our system automatically flagged your account for the refund I understand your concern but this is just a security measure to ensure the refund goes to the right person And yes we can send it to your email but it would take 46 weeks to process If you want it sooner we can expedite it through our priority service No no fee at all We just need you to purchase a prepaid debit card for 200 to cover the expedited shipping and handling costs Let me check if my supervisor is available  Okay my supervisor is busy at the moment but I can offer you an even better deal If you purchase the prepaid debit card now well give you an additional 100 refund Maam I assure you this is legitimate You can check our website or call our customer service number to verify But please hurry as this offer is only valid for the next 10 minutes Yes maam Take your time,refund,1,
Hello is this Mr Johnson My name is David from the Federal Trade Commission Weve been trying to reach you about a refund youre eligible for Its a refund for a faulty product you purchased online Youre entitled to 500 Let me check on that  Okay it says here you purchased a laptop from Amazon I apologize for the mistake Let me verify some information Can you please confirm your social security number Im afraid our system is down right now but I can try to assist you further if you provide me with that information Okay let me see what else I can do Can you please provide me with your bank account information so we can process the refund directly into your account Our policy has changed and we no longer issue checks And we need your bank account information to ensure the refund goes into the correct account You can call us back at 1800FTCHELP to verify my identity and the legitimacy of this call My employee ID number is 1234 and the reference number is FT1234567890 Youre welcome Mr Johnson Well be waiting for your call back to process your refund,refund,1,
hello it’s julia town office permit approved ready pick,,0,9.0
Hello my name is John and Im calling from Microsoft Technical Support Weve received a report that your computer is infected with a virus Its a very serious one maam Its a malware that can steal your personal information and crash your system But dont worry I can help you fix it Ill need you to give me remote access to your computer so I can run a diagnostic test and remove the virus I understand your concern maam But I assure you this is a legitimate process Weve helped thousands of customers with the same issue You can check our website and verify my employee ID Ill give you the ID number Its MS123456 You can check it on our website Yes maam Take your time,support,1,
see interested cryptocurrency ready invest let’s make money need transfer details,,1,11.0
hi i’m calling sunny day preschool wanted let know daughter wonderful job class today,,0,14.0
department motor vehicles license revoked unless pay reinstatement fee right system flagged renewal pay lose license tomorrow,,1,17.0
hello miranda university’s alumni office coming friday’s reunion,,0,8.0
Hello my name is Karen and Im calling from XYZ Marketing Were offering a special deal on our premium cleaning products Well weve been doing some research and found that many households in your area could benefit from our ecofriendly line Um let me check Okay it says here that we got the data from the US Census Bureau Honestly we bought a list from a reputable provider Were just trying to reach out to potential customers Our company was founded in 2010 and our headquarters are in Denver Colorado You can look us up online if youd like,telemarketing,0,
good morning we’re calling confirm service appointment refrigerator tomorrow 10 noon,,0,11.0
hi i’m calling community garden join us spring planting saturday,,0,10.0
amazon delivery confirm card scheduled package sometimes relatives send gifts please confirm deliver,,1,13.0
subscription renew double price unless cancel now—send details proceed,,1,9.0
good evening it’s linda pta reminder meeting tomorrow 7 pm school library,,0,12.0
public housing office updates needed confirm ssn monthly earnings thank file date,,1,12.0
good morning edwin village hall recycling sticker ready pick see,,0,10.0
Hello my name is John and Im calling from Windows Technical Support Weve been monitoring your computer and weve detected some malicious activity It appears that your computer has been infected with a virus We need to remote access your computer to fix the issue We have advanced software that allows us to monitor computers that are connected to the internet And yes we do have access to your computers IP address Its a new strain of malware called Windows Defender Virus Its very dangerous and can steal your personal information Unfortunately yes Many people have fallen victim to this virus But dont worry we can fix it for you Our company is called Windows Tech Solutions and were located in New York Of course were legitimate Were partnered with Microsoft to provide technical support to Windows users Id be happy to give you our contact information But first lets focus on fixing your computer Can you please download this software so we can remote access your computer Okay First go to our website and click on the Download button,support,1,
money waiting online wallet log using link give credentials withdraw yes click claim funds lost,,1,15.0
hi kris music academy checking you’ll attending piano lesson tomorrow,,0,10.0
i’m neighbor car broke nearby wire 100 live street please help,,1,11.0
paypal account suspended restore confirming details link,,1,7.0
ted free help move weekend saturday morning around 9 works,,0,10.0
hi hannah yoga studio checking you’ll attending sunrise class sunday,,0,10.0
Hello this is Karen from the refund department of Amazon Weve noticed that youre due for a refund of 500 It seems there was an error in our system and we overcharged you for your last purchase We have it on file from your previous purchases Can I just confirm your account information to process the refund Just your full name address and the last four digits of your credit card It was just a glitch but its been resolved now The important thing is that youre eligible for this refund If you dont claim it within the next 24 hours it will expire I understand your concerns but our system is down for maintenance right now You can trust me Im with Amazon Just give me the information and Ill take care of everything for you Sure thing,refund,1,
Hi my name is John and Im calling from XYZ Insurance Company How are you today Were offering a special deal on our life insurance policies and I was wondering if youd be interested in learning more about it Absolutely Our company has been in business for over 20 years and we have an A rating with the Better Business Bureau We also offer very competitive rates and personalized service to our clients Actually yes I had a client last month who was able to get a policy with us despite having a preexisting condition We were able to work with him to find a plan that fit his needs and budget Thank you Im just trying to do my job to the best of my ability I believe in being transparent and honest with my clients,insurance,0,
good morning karen patterson realty i’m confirming viewing tomorrow 10 great see tomorrow,,0,13.0
Hi is this 5551234 Oh Im so sorry I was trying to reach my friend John Yeah Ill do that Sorry again for disturbing you,wrong,0,
hr department we’re updating payroll details provide bank info direct deposit there’s new system upgrade requiring employees update call,,1,19.0
hello karen modern dry cleaners items ready pickup,,0,8.0
hey david free coffee today want meet beanstalk café 330,,0,10.0
hi mr jansen it’s rachel tax office reaching let know documents ready review,,0,13.0
you’re awarded outstanding community service need details tax purposes form must completed phone today meet deadline,,1,16.0
hi sophia natural foods market special order ready,,0,8.0
Hi Im calling from XYZ Delivery Services Can you please confirm your delivery address for the package were supposed to deliver today Its a gift from your sister She ordered it online and were supposed to deliver it to your doorstep today I apologize for the mistake Let me check on that Can you please give me your name so I can look up the order Okay Mr Doe Ive checked on the order and it seems that there was an error on our part We dont have any record of a package being sent to you I understand why youd be cautious Weve had issues with scammers posing as our company in the past But I assure you Im a legitimate representative from XYZ Delivery Services Let me check Ah yes According to our records your security question is What is your favorite childhood pet Thank you Mr Doe I apologize again for the mistake and any inconvenience it may have caused Well make sure to doublecheck our orders in the future,delivery,0,
Hi Im calling from ABC Delivery to confirm the delivery of your package Its a shipment from Amazon Can you please confirm your order number Let me check okay it says here its a book titled The Art of Cooking We got it from Amazons database Dont worry its a legitimate delivery Let me see okay it says here the author is Sarah Johnson It should arrive tomorrow between 10 am and 2 pm Youre welcome Is there anything else I can assist you with,delivery,0,
Hello my name is Officer Johnson from the Social Security Administration Weve been trying to reach you about a very important matter regarding your social security number Well its been compromised and we need to verify some information to ensure your benefits arent suspended It appears someone has been using your social security number for illegal activities We need to take immediate action to protect your identity Im not at liberty to disclose that information over the phone But I can assure you its a very serious matter Now can you please confirm your social security number so we can proceed with the investigation I understand your concern but this is an urgent matter We dont have time for that If you dont cooperate well have to send someone to your location to discuss this further No no no Its just procedure Were trying to help you here Now are you going to cooperate or do we need to take further action Uh let me check on that real quick  Ah yes Im calling from the Office of Fraudulent Activities and Prevention Look sir I dont think you understand the gravity of this situation Were running out of time here Just give me your social security number and we can resolve this quickly Uh I uh need to go This conversation is being recorded for quality assurance purposes Goodbye sir,ssn,1,
good afternoon jane art council we’d like feature work next month’s show interested,,0,13.0
noticed risky login attempts bank account please confirm online banking credentials,,1,11.0
hello church administrator there’s new fundraising drive—donate via debit card phone donations help us meet goal give,,1,17.0
hi it’s abby fit4u you’re set orientation tomorrow 10,,0,9.0
hello i’m techaid support received ticket troubleshoot laptop,,0,8.0
medical records indicate you’re due urgent test call us back details tell verify,,1,13.0
Hello is this 5551234 Im looking for John Smith Is he available Oh I apologize Can you tell me whose number this is Wilson I must have dialed the wrong number Sorry to bother you,wrong,0,
Hi my name is John and Im calling from XYZ company Were offering a special deal on our new software that can help you manage your business more efficiently Well weve been doing research on small businesses in your area and we believe our product can benefit you Uh we got it from public records and online directories We make sure to only contact legitimate businesses Yes thats correct We have a team that compiles the data for us Ah let me check  Okay yes Theres Joes Pizza Sarahs Boutique and Yeah we try to be thorough So would you like to hear more about our software,telemarketing,0,
insurance policy terminated administrative error fix confirming details,,1,8.0
good evening i’m manager green leaf grocers left reusable bag yesterday,,0,11.0
hello phone line terminated nonpayment reconnect confirm billing info pay immediately payments sometimes fail please provide card details verify,,1,19.0
hi i’m ben timber mart lumber order ready delivery tomorrow we’ll call hour arrival,,0,14.0
good afternoon peter polling office we’d like confirm received mailin ballot upcoming election,,0,13.0
Hi Im calling from XYZ Delivery Service I just wanted to confirm that youre available to receive your package today Its a delivery from Amazon You ordered a new laptop Let me check its 123456 Ah yeah its a Dell Inspiron 15 5000 series with an Intel Core i5 processor and 8GB of RAM We got it from Amazons shipping information They provided it to us so we could coordinate the delivery No problem at all Your package will be delivered between 24 pm today Is that okay with you,delivery,0,
i’m hbo support subscription suspended please verify credentials account reactivated,,1,10.0
hey mark it’s jenny still tennis evening perfect see,,0,9.0
hi it’s dana chef catering wanted confirm menu party weekend perfect we’ll take care everything,,0,15.0
Hello my name is David and Im calling from the Microsoft Technical Support team Weve been monitoring your computer and noticed that youve been experiencing some issues with malware Its a very serious virus that can cause a lot of damage to your system But dont worry we can help you remove it for a small fee Like I said weve been monitoring your system We have access to all kinds of information about our customers computers Ah yes its called uh Windows Defender Virus Yeah thats it Yes its very new Thats why its so dangerous But like I said we can help you remove it for a small fee Its only 200 A small price to pay for the safety of your computer Absolutely If youre not completely satisfied with our service well give you a full refund within 30 days Oh I assure you this is completely legitimate Were a reputable company and we would never try to scam anyone Uh let me check on that for you  Okay my supervisors name is John Smith and his phone number is 5551234 Wait no Dont do that You dont need to call him Just trust me everything is fine Look just forget about calling my supervisor and lets focus on fixing your computer okay,refund,1,
hey it’s emma want carpool conference tomorrow drive separately around 730 works,,0,12.0
Hello this is John from Windows Technical Support Weve been receiving alerts that your computer has been infected with malware We have a team that monitors all computers connected to the internet and we received an alert from your IP address Well its proprietary information but I can assure you its very advanced Now let me guide you through the process of removing the malware Its a type of Trojan horse virus Very dangerous But dont worry I can walk you through the steps to remove it Your antivirus software wouldnt be able to detect this type of malware We have special tools that can detect and remove it Sir I assure you this is a legitimate call Were trying to help you protect your computer If you dont take care of this now it could lead to identity theft and financial loss,support,1,
hello layla available tutor daughter next week thank much,,0,9.0
hello kelly school nurse i’m calling daughter isn’t feeling well picked,,0,11.0
census bureau need full name date birth address survey,,1,9.0
Hi Im calling from XYZ Delivery Service I just wanted to confirm that you received your package yesterday Let me check Ah yes It says here that you ordered a new laptop Yeah its 1234 You can check on our website if you want I apologize for the mistake Let me check again  Ah I think I made an error We dont have any record of you placing an order with us No problem at all Sorry again for the confusion Have a great day,delivery,0,
Hi my name is John and Im calling from XYZ Insurance Company How are you today Were offering a special promotion on our health insurance plans and I was wondering if youd be interested in learning more about it Absolutely Our plan offers more comprehensive coverage at a lower premium rate compared to our competitors Weve had many satisfied customers whove switched to us Of course I can give you a few names and phone numbers of our happy customers Would you like that Weve been in business for over 10 years and are licensed to operate in all 50 states You can check our ratings on the Better Business Bureau website as well Of course Take all the time you need My direct number is 5551234 Feel free to reach out whenever youre ready,insurance,0,
good afternoon we’re calling confirm reservation saturday night olive bistro,,0,10.0
left package customs pending duty card address release customs paid package transit,,1,12.0
Hello my name is John and Im calling from XYZ Insurance How are you today Were offering a special promotion on our health insurance plans and I was wondering if youd be interested in hearing more about it Of course XYZ Insurance has been in business for over 20 years and were licensed to operate in all 50 states As for how we got your number we purchased a list from a reputable lead generation company Ah yes Our license number is 123456 You can definitely check with the state to confirm I completely understand We get that a lot unfortunately But I assure you were a legitimate company trying to offer people a good deal on their insurance Well were offering a discount of up to 20 off our usual rates for new customers who sign up within the next two weeks,telemarketing,0,
hi mrs specter i’m anna post office received package addressed unclear delivery instructions,,0,13.0
hi it’s susan flower shop arrangement ready delivery today course let us know new one,,0,15.0
hey it’s jack want pick groceries way home sure thing anything else,,0,12.0
Hello this is John from Windows Technical Support Weve received a notification that your computer has been infected with malware We have a special software that monitors all the computers connected to the internet It detected some suspicious activity on your IP address Ah yes Its a proprietary technology developed by Microsoft But dont worry about the details lets focus on fixing your computer Well were a thirdparty company contracted by Microsoft to handle these kinds of issues Were like an extension of their support team Ill need you to download a remote access tool so I can take control of your computer and remove the malware Its called QuickFix Yes its completely safe and widely used in the industry Uh I dont have that information handy But trust me its legitimate You can just download it from our secure server Its a very dangerous virus that can steal your personal information and crash your system But dont worry we can remove it easily once you give me access to your computer We offer a onetime fee of 299 for our services But if you act now we can give you a discount of 20 We accept both credit cards and bank transfers Which one would you prefer,support,1,
good morning chris kingsley school wanted let know child’s report card ready pickup,,0,13.0
credit card blocked provide card pin reinstate,,1,7.0
good afternoon josh it’s katie bike club tomorrow’s ride meeting park 8,,0,12.0
Hello my name is John and Im calling from XYZ Company Were offering a special deal on our new product that can help you save up to 50 on your energy bills Well our product uses advanced technology to optimize your energy consumption and reduce waste Weve had great results with our customers so far The total cost is 500 but were offering a discount for new customers so you can get it for 300 Absolutely Let me check on that real quick  Okay yes I have some references right here Would you like me to read them to you Okay Heres one from Mrs Johnson in California who saved 200 on her last energy bill No of course not Im just trying to offer you a legitimate product that can really help you save money Ha ha thank you Were definitely not scammers Were just trying to help people save money and reduce their carbon footprint No problem at all Thank you for your time and have a great day,telemarketing,0,
hi it’s ben gym confirming personal training session moved thursday 5 pm great coach jordan meet,,0,16.0
Hello my name is John and Im calling from Windows Technical Support Weve received an alert that your computer is infected with malware Its a very serious one If you dont take care of it it could compromise all your personal data We have a system in place that monitors these things But dont worry I can help you fix it remotely Ill need you to download a program that will allow me to access your computer Its called TeamViewer Its completely safe and legitimate Sure thing Its a German company and theyre wellknown for their remote access software Well I can give you a badge number if youd like Would you like that,support,1,
Hello is this Mr Johnson This is Officer David from the Social Security Administration Weve been trying to reach you about a serious issue with your social security number It appears that your social security number has been compromised and is being used for fraudulent activities We have a system in place to detect these types of activities But we need your help to resolve the issue Can you please confirm your social security number so we can look into it further My badge number is 24762 Now can you please confirm your social security number,ssn,1,
bank account blocked confirm sensitive details keep active,,1,8.0
Hi my name is John and Im calling from XYZ Company Were offering a special deal on our new software that can help you manage your finances more efficiently Well weve been contacting people in your area and offering them this opportunity Would you like to hear more about it We purchased a list of numbers from a reputable company We make sure to only contact people who might be interested in our product It can help you track your expenses create budgets and even provide investment advice And for a limited time were offering a 20 discount for new customers Absolutely Weve been in business for over 10 years and have thousands of satisfied customers You can check out our website or read reviews online to see what they have to say about us,telemarketing,0,
Hello my name is John and Im calling from XYZ Insurance Company How are you today Were offering a special promotion on our life insurance policies and I was wondering if youd be interested in learning more about it Absolutely Were offering a discounted rate for new customers and its a limited time offer But before I go into details can you tell me a little bit about your current insurance situation I completely understand Weve all heard horror stories about insurance companies But let me assure you were a reputable company with an A rating from the Better Business Bureau Would you like me to send you some information about our company so you can do your research Of course We make our money through the volume of policies we sell not by taking advantage of our customers We believe in transparency and honesty which is why were happy to answer any questions you may have Thank you I appreciate your diligence in researching our company We pride ourselves on being honest and trustworthy If youre still interested Id be happy to send over some information and answer any more questions you may have No problem at all Its my pleasure to work with someone as cautious as yourself Ill get that information sent over to you right away,insurance,0,
Hello my name is John and Im calling from XYZ Company Were offering a special deal on our new energyefficient windows We got your number from a list of homeowners in your area who might be interested in our products Ah yes Its a publicly available list We just crossreference it with some other data to make sure were targeting the right people Well theyre designed to reduce heat transfer and save you up to 30 on your energy bills And right now were offering a discount for firsttime customers Theres no catch sir Were just trying to get our product out there and build some brand awareness Would you like me to send someone over to give you a free consultation Ha Yeah we try to do things differently here Thanks for your time and have a great day,telemarketing,0,
car involved traffic violation pay fine using payment portal link face license suspension online payment prevents escalation click resolve,,1,19.0
friend car accident abroad send money hospital bills it’s confidential paid,,1,11.0
hi congratulations you’ve free vacation hawaii need processing fee provide credit card details yes selected customer appreciation list please provide details secure spot,,1,23.0
hi post office parcel collect,,0,5.0
Hi Im calling from XYZ Delivery Service I just wanted to confirm that your package is scheduled to arrive today Let me check Ah yes It says here that its a birthday gift from your aunt Um let me see Okay it says its from a store called Thoughtful Gifts in New York Sure thing The tracking number is 1234567890 No problem at all Is there anything else I can assist you with Youre welcome Have a great day,delivery,0,
Hello my name is John and Im calling from XYZ Company Were offering a special deal on our new software that can help you manage your finances more efficiently Well weve been working with many small business owners in your area and weve seen great results Id be happy to explain more about the benefits We purchased a list of local business owners from a reputable source But I assure you this is a legitimate offer Absolutely Were a BBBaccredited company and we use stateoftheart encryption to ensure the security of our customers data I can even provide you with some references if youd like Thank you We pride ourselves on being transparent and honest with our customers Would you like to schedule a demo of our software,telemarketing,0,
phone plan qualifies free upgrade confirm ssn id eligibility,,1,9.0
Hello this is Karen from the customer service department of Amazon How are you today Karen from Amazon customer service Weve been trying to reach you about a refund thats due to you Yes you are Weve had some issues with your recent order and we want to refund you 500 Dont worry about that its all taken care of To process the refund I just need to confirm some information with you Just your bank account number and routing number so we can deposit the refund directly into your account I completely understand but this is a secure line and its the only way we can process the refund If you dont give me the information you wont be able to get your refund Thats not necessary I assure you this is legitimate But if you want to call back thats fine Just make sure to call back within the next hour or the refund will be cancelled,refund,1,
there’s breach cell service give us account pin verification,,1,9.0
premium health rewards available verify insurance details,,1,7.0
hey steven farm fresh market curbside grocery order ready pickup,,0,10.0
overdue parking tickets settle quickly avoid boot,,1,7.0
Hi is this 5551234 Oh Im so sorry I was trying to reach my friend John A law office I must have gotten the number mixed up Can I ask whats the name of the law office Okay thanks for letting me know Ill try to get the right number,wrong,0,
hello it’s amanda volunteer center we’ve added new shifts next week interested,,0,12.0
Hello my name is Officer Johnson from the Social Security Administration Weve been trying to reach you about a serious issue with your social security number Its been flagged for suspicious activity and we need to verify some information to resolve the matter Well it appears that someone has been using your social security number to open fraudulent accounts We need to confirm your identity to put a hold on the account We have our ways of tracking these things down Now can you please confirm your social security number for me I understand your concern but this is an urgent matter If we dont take care of this now your benefits may be suspended You wont receive any further payments until this issue is resolved But like I said if you cooperate we can fix this quickly We just need to update your information and put a new secure protocol in place Itll only take a few minutes Like I said we have our ways Look sir time is of the essence here Can you please just give me the last four digits of your social security number so we can move forward,ssn,1,
hi james maintenance team we’re scheduled annual hvac checkup tomorrow home 10 noon would help thanks we’ll see,,0,18.0
we’re giving away free smartwatches survey participants share data receive offer we’ll need full name address ship device,,1,18.0
must pay visa processing fee avoid deportation,,1,7.0
hi emily hi emily greg dr sullivan’s office we’re calling confirm dental appointment monday 3 pm,,0,16.0
Hi my name is John and Im calling from XYZ Insurance Company Were offering a special promotion on our life insurance policies and Id like to discuss it with you Well for a limited time were offering a 10 discount on our premium rates for new customers Plus our policies have a guaranteed payout of up to 500000 Theres no catch sir The discount is available to anyone who signs up within the next two weeks And as for the fine print our policies are fully disclosed on our website I can also email you a copy of the policy terms if youd like Absolutely sir Weve been in business for over 20 years and have an A rating with the Better Business Bureau I can give you some references from satisfied customers in your area if youd like Ha ha no sir Were a reputable company and we pride ourselves on transparency and honesty Would you like to discuss further about getting a policy,insurance,0,
hello i’m public works we’ll repairing street house wednesday yes please park next block wednesday morning,,0,16.0
Hello my name is John and Im calling from ABC Insurance How are you today Were offering a special promotion on our life insurance policies and I was wondering if youd be interested in learning more about it Well were offering a discounted rate for new customers who sign up within the next two weeks Its a onetime opportunity to get a great deal on a policy that can provide financial security for your loved ones Absolutely ABC Insurance has been around for over 20 years and we have an A rating with the Better Business Bureau Were a reputable company with a proven track record of paying out claims to our customers Of course I can provide you with some case studies and reviews from satisfied customers Would you like me to email them to you Ha ha no were not about highpressure sales tactics here We want to make sure our customers are informed and comfortable with their decision,insurance,0,
survey giving 100 gift cards get social security number verification prevent multiple entries fraud,,1,14.0
hey anna it’s gus still hiking weekend,,0,7.0
hi laura tax office refund approved processed today,,0,8.0
whatsapp security verification needed account what’s 6digit code received thank account secure,,1,12.0
there’s warrant name tax evasion verify address ssn clear record it’s available identity verification,,1,14.0
Hello this is John from Windows Technical Support Weve been getting reports of a virus on your computer We have monitoring software that detects these kinds of issues I can help you fix it if youd like Its proprietary software but dont worry about that Let me just remote into your computer to take a look I can give you my badge number and everything Would you like that Its 1234567890 Sure thing Like I said our monitoring software detected it But we need to act fast before it spreads to other computers on your network Well we offer different plans starting at 200 Let me see what I can do  Ah yes If you pay upfront I can give you a discount This is a special case The virus is quite severe and we need to act fast,support,1,
hello mrs allen tim oak medical test results dr petersen would like discuss earliest convenience i’ll schedule 930am,,0,18.0
emergency alert—relative jail overseas wire 2000 quickly need debit card funds wired right away,,1,14.0
you’ve reached data limit solve issue logging special site,,1,9.0
hi anne tariq event team we’d like confirm rsvp saturday’s gala,,0,11.0
website hosting expires today—pay avoid losing site,,1,7.0
Hi my name is Karen and Im calling from ABC Insurance How are you today Weve been offering special discounts on our home insurance policies and I was wondering if youd be interested in getting a quote Of course ABC Insurance is a licensed provider with over 20 years of experience We got your number from public records Would you like me to provide our license number and ratings from independent agencies Our policies have a 30day moneyback guarantee If youre not satisfied with our service you can cancel within 30 days and get a full refund We also have a 247 customer support line Great Based on your location and property value our premium would be 800 per year Would you like to proceed with the application,insurance,0,
regional health authority need id vaccine verification new systems require direct confirmation,,1,12.0
hi david local gym new yoga class starting week interested wednesdays 6 pm,,0,13.0
Hello this is John from the customer service department of Amazon Weve been trying to reach you about a refund for an unauthorized transaction on your account Well it seems that someone hacked into your account and made a few purchases without your permission Were willing to give you a full refund but we need to verify some information first We just need your account login credentials and the security question answers so we can process the refund I understand your concern but our system doesnt allow us to access that information Its a security measure to protect our customers Absolutely Let me give you our direct hotline number gives fake number Ah yes let me see pauses Oh it looks like someone bought a bunch of electronics and some gift cards It was 54723 Well send it via wire transfer Its faster and more secure that way Uh yes well in this case its just a special circumstance Trust me its completely legitimate Sure thing Take your time,refund,1,
hello i’m cable company we’re scheduling service upgrade friday 1 3 pm,,0,12.0
see fraudulent activity device allow remote access secure,,1,8.0
you’ve exposed security breach verify account it’s deleted main online profile,,1,11.0
microsoft support computer virus needs urgent fixing receive automatic reports download program us start cleanup,,1,15.0
hello tanya greenway pharmacy prescription ready pickup close 8 pm there’s still plenty time,,0,14.0
Hi my name is John and Im calling from XYZ Insurance Company How are you today Were offering a special promotion on our life insurance policies and I was wondering if youd be interested in learning more about it Yes it is Were offering a 10 discount on all new policies purchased within the next two weeks But before I go into details may I ask do you currently have any life insurance coverage Absolutely Were a licensed and reputable company thats been in business for over 20 years We have an A rating with the Better Business Bureau and were fully compliant with all state regulations Let me give you an example Our policy offers a guaranteed death benefit which means that your beneficiaries will receive a payout regardless of when you pass away And with our current promotion youll get an even better rate than usual Of course Id be happy to send you some information Can I get your mailing address please,insurance,0,
hello apple account flagged unusual activity tell signin resolve,,1,9.0
Hello is this Mrs Johnson My name is David and Im calling from Customer Service at Walmart How are you today Weve been trying to reach you because youve won a 1000 gift card from our recent customer appreciation survey Oh dont worry about that You must have entered online or instore Anyway to claim your prize I need to verify some information Just your name address and credit card number to process the gift card I apologize for the confusion Its a new policy we have to ensure the gift card is activated properly But dont worry its completely safe and secure Let me check Ah yes its valid for one year from the date of issue Uh Well It was an online survey about our store services and products You must have clicked on a link or something Um Let me check Ah yes there were 10 winners in total I apologize but that information is confidential due to privacy policies My supervisors name is Michael and his extension is 1234 But let me assure you everything will be taken care of if you just provide the necessary information,reward,1,
locked device illegal downloads pay fine unlock,,1,7.0
hi adrian corner café letting know catering order friday confirmed lastminute changes,,0,12.0
hello i’m mark cable company there’s scheduled outage tonight midnight 3 upgrades,,0,12.0
amazon prime expire unless update payment card number it’s updated system requiring confirmation,,1,13.0
found suspicious activity help needed stop fraud please confirm account info,,1,11.0
apple id used purchase expensive apps give apple id password verification,,1,11.0
we’re shipping company pay customs fees release package,,1,8.0
you’ve reported copyright violation clear name give full details must confirm identity first per company policy,,1,16.0
charity helping hurricane victims donate entering card info we’re taking phone donations today,,1,13.0
social security account frozen tell us ssn reactivate,,1,8.0
hi dave homegym delivery equipment arrive tomorrow morning need us assemble,,0,11.0
hi kate book club we’re meeting house next friday instead library copy book,,0,13.0
hey quick question—are bringing anyone holiday party yeah think i’ll bring sister,,0,12.0
favorite food delivery app wants refund failed order verify card proceed instantly refund window limited—action required,,1,16.0
Hello my name is Karen and Im calling from XYZ Services How are you today Were offering a special promotion on our home security systems Are you currently using a security system in your home Absolutely Our system includes 247 monitoring and alerts you directly to your phone in case of an emergency We also offer a free installation and a 30day moneyback guarantee Of course We have a list of satisfied customers who would be happy to provide a reference Let me see if I can find it real quick Okay yes Heres a review from the Smith family who installed our system last month Yes we are In fact we have an A rating with them Would you like me to give you our registration number so you can verify it Oh And did I pass the test Well thank you for being honest with me We do get a lot of skepticism from people because of all the scams out there Its nice to know that were doing something right That would be great Thank you for your time today and have a great day,telemarketing,0,
hey ben cycling club weather looks good weekend’s ride,,0,9.0
